section	item	sample	value	source
inversion_recurrence	283 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	283 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	283 | max_span_bp		527588	results/synteny/inversion_recurrence.tsv
inversion_recurrence	283 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	283 | pairs		Cx_pallens_vs_Cx_molestus;Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	283 | members		Cx_pallens_vs_Cx_molestus:NC_068937.1:108141570-108669158;Cx_pallens_vs_Cx_pipiens:NC_068937.1:108141570-108669158	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | max_span_bp		372442	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | pairs		Cx_pallens_vs_Cx_molestus;Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	284 | members		Cx_pallens_vs_Cx_molestus:NC_068937.1:108935642-109308084;Cx_pallens_vs_Cx_pipiens:NC_068937.1:108967487-109285766	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | max_span_bp		235308	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | pairs		Cx_pallens_vs_Cx_molestus;Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	285 | members		Cx_pallens_vs_Cx_molestus:NC_068937.1:109384768-109548463;Cx_pallens_vs_Cx_pipiens:NC_068937.1:109301174-109536482	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | max_span_bp		158680	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | pairs		Cx_pallens_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	286 | members		Cx_pallens_vs_Cx_molestus:NC_068937.1:109597941-109756622	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | max_span_bp		816490	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | pairs		Cx_pallens_vs_Cx_molestus	results/synteny/inversion_recurrence.tsv
inversion_recurrence	287 | members		Cx_pallens_vs_Cx_molestus:NC_068937.1:113435642-114252132	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | max_span_bp		267566	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	288 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:13671326-13938893	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | max_span_bp		141090	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	289 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:26574305-26715395	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | max_span_bp		111427	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	290 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:35623162-35734589	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | max_span_bp		144904	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	291 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:48153985-48298890	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | max_span_bp		311218	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	292 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:57611359-57922577	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | max_span_bp		157230	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	293 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:78261661-78418891	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | max_span_bp		481549	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	294 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:115245985-115727534	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | max_span_bp		277863	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	295 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:116622573-116900437	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | max_span_bp		230110	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	296 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:124951298-125181409	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | max_span_bp		420379	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	297 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:145081008-145501387	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | chromosomes		chr2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | max_span_bp		208858	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	298 | members		Cx_pallens_vs_Cx_pipiens:NC_068938.1:153616750-153825608	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | max_span_bp		534675	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	299 | members		Cx_pallens_vs_Cx_pipiens:NC_068939.1:25465033-25999708	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | max_span_bp		191048	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	300 | members		Cx_pallens_vs_Cx_pipiens:NC_068939.1:91041023-91232071	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | max_span_bp		545632	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	301 | members		Cx_pallens_vs_Cx_pipiens:NC_068939.1:95725954-96271586	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | max_span_bp		423225	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	302 | members		Cx_pallens_vs_Cx_pipiens:NC_068939.1:116323109-116746335	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | chromosomes		chr3	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | max_span_bp		104088	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	303 | members		Cx_pallens_vs_Cx_pipiens:NC_068939.1:130252702-130356791	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | max_span_bp		213340	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	304 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:63909989-64123329	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | max_span_bp		353385	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	305 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:64146056-64499442	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | max_span_bp		174730	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	306 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:65331460-65506190	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | max_span_bp		392091	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	307 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:66399290-66791381	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | max_span_bp		187556	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	308 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:66816818-67004374	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | max_span_bp		1105336	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | any_at_least_large_span		True	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	309 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:67093819-68199155	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | max_span_bp		186626	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	310 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:69154393-69341019	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | max_span_bp		776001	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	311 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:71309989-72085990	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | max_span_bp		267694	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	312 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:76929016-77196710	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | max_span_bp		184711	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	313 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:78256678-78441389	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | max_span_bp		110571	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	314 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:80687568-80798139	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | max_span_bp		156511	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	315 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:81266963-81423474	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | max_span_bp		221906	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	316 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:81643477-81865383	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | max_span_bp		144479	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	317 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:81876319-82020798	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | max_span_bp		165490	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	318 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:82116028-82281519	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | max_span_bp		244958	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	319 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:89482717-89727675	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | max_span_bp		932440	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	320 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:90825712-91758152	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | max_span_bp		122450	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	321 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:102462119-102584570	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | max_span_bp		248956	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	322 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:105826087-106075043	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | n_pairs		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | max_span_bp		294079	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | pairs		Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	323 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:110323423-110617502	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | n_inversions		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | n_pairs		2	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | chromosomes		chr1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | max_span_bp		503633	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | any_at_least_large_span		False	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | pairs		Cx_molestus_vs_Cx_pipiens;Cx_pallens_vs_Cx_pipiens	results/synteny/inversion_recurrence.tsv
inversion_recurrence	324 | members		Cx_pallens_vs_Cx_pipiens:NC_068937.1:127216479-127436157;Cx_molestus_vs_Cx_pipiens:CM044968.1:13293022-13796655	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | n_inversions		1	results/synteny/inversion_recurrence.tsv
inversion_recurrence	325 | n_pairs		1	results/synteny/inversion_recurrence.tsv
