orthogroup	form	is_reference_form	n_ingroup_genes	n_outgroup_genes	genes	gene_ids	same_gene_forms	same_gene_orthogroups	same_gene_compartments	in_reference_elsewhere	status
OG0013822	Cx_quinquefasciatus	True	2	0	rna-XM_0382505121,rna-XM_0382547251	gene-LOC119766114,gene-LOC119767098	Cx_molestus,Cx_pallens,Cx_pipiens	OG0001161	shell	False	same_gene_elsewhere
OG0013823	Cx_quinquefasciatus	True	2	0	rna-XM_0382505841,rna-XM_0382505851	gene-LOC119766171,gene-LOC119766172				False	no_counterpart
OG0013824	Cx_quinquefasciatus	True	1	1	rna-XM_0382506081	gene-LOC119766177				False	no_counterpart
OG0013825	Cx_quinquefasciatus	True	1	1	rna-XM_0382507801	gene-LOC119766311	Cx_pallens,Cx_pipiens	OG0013302	shell	False	same_gene_elsewhere
OG0013826	Cx_quinquefasciatus	True	1	1	rna-XM_0382511101	gene-LOC119766516	Cx_molestus,Cx_pallens,Cx_pipiens	OG0008110	shell	False	same_gene_elsewhere
OG0013827	Cx_quinquefasciatus	True	1	1	rna-XM_0382599051	gene-LOC119768777	Cx_molestus,Cx_pallens,Cx_pipiens	OG0000771,unassigned	core,unassigned	False	same_gene_elsewhere
OG0013828	Cx_quinquefasciatus	True	1	1	rna-XM_0382610321	gene-LOC119769131	Cx_pipiens	unassigned	unassigned	False	same_gene_elsewhere
OG0013829	Cx_quinquefasciatus	True	1	1	rna-XM_0382639481	gene-LOC119769979				False	no_counterpart
OG0013830	Cx_quinquefasciatus	True	1	1	rna-XM_0382509541	gene-LOC6032662	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011891	shell	False	same_gene_elsewhere
OG0013831	Cx_quinquefasciatus	True	1	1	rna-XM_0382483951	gene-LOC6033966	Cx_pallens,Cx_pipiens	unassigned	unassigned	False	same_gene_elsewhere
OG0013832	Cx_quinquefasciatus	True	1	1	rna-XM_0018451542	gene-LOC6034945	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011935	shell	False	same_gene_elsewhere
OG0013833	Cx_quinquefasciatus	True	1	1	rna-XM_0382493241	gene-LOC6035154	Cx_molestus,Cx_pallens,Cx_pipiens	OG0013034,unassigned	shell,unassigned	False	same_gene_elsewhere
OG0013834	Cx_quinquefasciatus	True	1	1	rna-XM_0382632141	gene-LOC6035816	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011957	shell	False	same_gene_elsewhere
OG0013835	Cx_quinquefasciatus	True	1	1	rna-XM_0382592311	gene-LOC6035822	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011958	shell	False	same_gene_elsewhere
OG0013836	Cx_quinquefasciatus	True	1	1	rna-XM_0018460642	gene-LOC6036012	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011964	shell	False	same_gene_elsewhere
OG0013837	Cx_quinquefasciatus	True	1	1	rna-XM_0382655311	gene-LOC6036424	Cx_molestus,Cx_pallens,Cx_pipiens	OG0011971	shell	False	same_gene_elsewhere
OG0013838	Cx_quinquefasciatus	True	1	1	rna-XM_0382508981	gene-LOC6038081	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012006	shell	False	same_gene_elsewhere
OG0013839	Cx_quinquefasciatus	True	1	1	rna-XM_0018479182	gene-LOC6038137	Cx_molestus,Cx_pallens,Cx_pipiens	OG0001049	shell	False	same_gene_elsewhere
OG0013840	Cx_quinquefasciatus	True	1	1	rna-XM_0382633461	gene-LOC6038829	Cx_molestus,Cx_pallens	OG0013101	shell	False	same_gene_elsewhere
OG0013841	Cx_quinquefasciatus	True	1	1	rna-XM_0018485312	gene-LOC6038884				False	no_counterpart
OG0013842	Cx_quinquefasciatus	True	1	1	rna-XM_0382648891	gene-LOC6038954	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012026	shell	False	same_gene_elsewhere
OG0013843	Cx_quinquefasciatus	True	1	1	rna-XM_0018495802	gene-LOC6040181	Cx_molestus,Cx_pipiens	OG0013122	shell	False	same_gene_elsewhere
OG0013844	Cx_quinquefasciatus	True	1	1	rna-XM_0382613591	gene-LOC6040643	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012058	shell	False	same_gene_elsewhere
OG0013845	Cx_quinquefasciatus	True	1	1	rna-XM_0018501702	gene-LOC6040894	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012066	shell	False	same_gene_elsewhere
OG0013846	Cx_quinquefasciatus	True	1	1	rna-XM_0382543541	gene-LOC6041410	Cx_molestus,Cx_pipiens	OG0013136	shell	False	same_gene_elsewhere
OG0013847	Cx_quinquefasciatus	True	1	1	rna-XM_0382625391	gene-LOC6041995	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012101	shell	False	same_gene_elsewhere
OG0013848	Cx_quinquefasciatus	True	2	0	rna-XM_0382485661,rna-XM_0382495721	gene-LOC6042425,gene-LOC6053766	Cx_molestus,Cx_pallens,Cx_pipiens	OG0001253	shell	False	same_gene_elsewhere
OG0013849	Cx_quinquefasciatus	True	1	1	rna-XM_0382508491	gene-LOC6044531	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012164	shell	False	same_gene_elsewhere
OG0013850	Cx_quinquefasciatus	True	1	1	rna-XM_0018620302	gene-LOC6044575				False	no_counterpart
OG0013851	Cx_quinquefasciatus	True	1	1	rna-XM_0382621241	gene-LOC6045203	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012181	shell	False	same_gene_elsewhere
OG0013852	Cx_quinquefasciatus	True	1	1	rna-XM_0382527611	gene-LOC6047683				False	no_counterpart
OG0013853	Cx_quinquefasciatus	True	1	1	rna-XM_0382495571	gene-LOC6048774	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012257	shell	False	same_gene_elsewhere
OG0013854	Cx_quinquefasciatus	True	1	1	rna-XM_0382640121	gene-LOC6050393	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012295	shell	False	same_gene_elsewhere
OG0013855	Cx_quinquefasciatus	True	1	1	rna-XM_0382548781	gene-LOC6050427	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012296	shell	False	same_gene_elsewhere
OG0013856	Cx_quinquefasciatus	True	1	1	rna-XM_0018678052	gene-LOC6051394				False	no_counterpart
OG0013857	Cx_quinquefasciatus	True	1	1	rna-XM_0382482291	gene-LOC6051537	Cx_pallens,Cx_pipiens	OG0013590	shell	False	same_gene_elsewhere
OG0013858	Cx_quinquefasciatus	True	1	1	rna-XM_0382558951	gene-LOC6052098	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012330	shell	False	same_gene_elsewhere
OG0013859	Cx_quinquefasciatus	True	1	1	rna-XM_0382490411	gene-LOC6053904	Cx_molestus,Cx_pallens,Cx_pipiens	OG0012367	shell	False	same_gene_elsewhere
OG0013860	Cx_quinquefasciatus	True	1	1	rna-XM_0382510561	gene-LOC6054222	Cx_pallens,Cx_pipiens	OG0011596	shell	False	same_gene_elsewhere
